ach,cortisol,ne,serotonin,stage,time_hours
0.9155,0.1161,0.0757,0.0814,REM,4.266667
0.9059,0.1772,0.0544,0.0573,REM,4.275
0.9047,0.1551,0.0615,0.0247,REM,4.283333
0.9382,0.1511,0.0579,0.0363,REM,4.291667
0.9033,0.1014,0.059,0.0261,REM,4.3
0.8937,0.1541,0.0503,0.0245,REM,4.308333
0.906,0.1464,0.014,0.064,REM,4.316667
0.8914,0.1389,0.048,0.0611,REM,4.325
0.9161,0.1341,0.0605,0.0325,REM,4.333333
0.9639,0.1203,0.0735,0.0589,REM,4.341667
0.9248,0.1407,0.0776,0.0412,REM,4.35
0.9184,0.1335,0.0611,0.0551,REM,4.358333
0.9092,0.1176,0.0622,0.0582,REM,4.366667
0.9058,0.1849,0.0266,0.0573,REM,4.375
0.9043,0.1315,0.0748,0.0206,REM,4.383333
0.9117,0.1365,0.0472,0.0375,REM,4.391667
0.8907,0.1481,0.0357,0.0633,REM,4.4
0.9087,0.116,0.0493,0.0618,REM,4.408333
0.8863,0.1468,0.0729,0.0256,REM,4.416667
0.9122,0.1126,0.0462,0.041,REM,4.425
0.9243,0.1548,0.0573,0.03,REM,4.433333
0.9164,0.126,0.0598,0.04,REM,4.441667
0.8717,0.1291,0.0449,0.0,REM,4.45
0.908,0.1545,0.0186,0.0985,REM,4.458333
0.8825,0.1221,0.0654,0.0343,REM,4.466667
0.8842,0.1642,0.0497,0.0486,REM,4.475
0.8901,0.1519,0.0702,0.0543,REM,4.483333
0.9285,0.1648,0.061,0.0279,REM,4.491667
0.9329,0.1616,0.0777,0.0549,REM,4.5
0.902,0.1853,0.088,0.0783,REM,4.508333
0.903,0.1312,0.0361,0.0556,REM,4.516667
0.9117,0.1284,0.0597,0.0407,REM,4.525
0.8987,0.1479,0.079,0.0427,REM,4.533333
0.9262,0.1502,0.0568,0.0704,REM,4.541667
0.4904,0.1892,0.3019,0.2774,N1,4.55
0.4706,0.1778,0.3201,0.3055,N1,4.558333
0.4989,0.179,0.3172,0.2758,N1,4.566667
0.5161,0.174,0.283,0.3269,N1,4.575
0.4846,0.1701,0.2595,0.2601,N2,4.583333
0.4461,0.1568,0.253,0.3039,N2,4.591667
0.4368,0.158,0.3289,0.3024,N2,4.6
0.4623,0.1669,0.2486,0.2817,N2,4.608333
0.4582,0.1658,0.2846,0.3093,N2,4.616667
0.4157,0.1474,0.2661,0.3031,N2,4.625
0.4164,0.1978,0.2383,0.2862,N2,4.633333
0.4474,0.161,0.2809,0.3049,N2,4.641667
0.461,0.1722,0.3057,0.2504,N2,4.65
0.4914,0.1667,0.2998,0.286,N2,4.658333
0.4783,0.1675,0.2449,0.2813,N2,4.666667
0.4359,0.2162,0.3314,0.2811,N2,4.675
0.4794,0.1874,0.328,0.2308,N2,4.683333
0.4668,0.1572,0.2839,0.269,N2,4.691667
0.4326,0.1685,0.3033,0.3005,N2,4.7
0.4223,0.1613,0.2389,0.2739,N2,4.708333
0.4622,0.155,0.2544,0.2401,N2,4.716667
0.4728,0.1856,0.3234,0.2715,N2,4.725
0.4408,0.1854,0.2813,0.2798,N2,4.733333
0.4214,0.1814,0.2605,0.2666,N2,4.741667
0.413,0.1521,0.261,0.3003,N2,4.75
0.4189,0.1835,0.2727,0.245,N2,4.758333
0.4518,0.152,0.2527,0.2629,N2,4.766667
0.4692,0.1765,0.3165,0.2836,N2,4.775
0.4454,0.1636,0.2756,0.2786,N2,4.783333
0.4536,0.1966,0.2579,0.2765,N2,4.791667
0.4444,0.1793,0.2302,0.259,N2,4.8
0.4596,0.1336,0.3044,0.3163,N2,4.808333
0.4517,0.1776,0.2556,0.2551,N2,4.816667
0.4956,0.1644,0.2864,0.291,N2,4.825
0.469,0.1398,0.2786,0.2645,N2,4.833333
0.4619,0.1752,0.2753,0.2992,N2,4.841667
0.4273,0.1573,0.3034,0.2645,N2,4.85
0.4619,0.226,0.263,0.2379,N2,4.858333
0.4866,0.1866,0.2979,0.2673,N2,4.866667
0.4528,0.179,0.2885,0.3161,N2,4.875
0.442,0.1959,0.2705,0.2674,N2,4.883333
0.4471,0.1837,0.2502,0.2822,N2,4.891667
0.4132,0.1781,0.29,0.3031,N2,4.9
0.4833,0.1846,0.2861,0.3013,N2,4.908333
0.4507,0.1996,0.2714,0.2732,N2,4.916667
0.4691,0.1596,0.2561,0.2882,N2,4.925
0.4369,0.1625,0.2715,0.2655,N2,4.933333
0.4422,0.1554,0.267,0.2545,N2,4.941667
0.4562,0.1579,0.2546,0.3089,N2,4.95
0.4376,0.1816,0.2722,0.2791,N2,4.958333
0.4709,0.1692,0.2893,0.2649,N2,4.966667
0.4112,0.1331,0.278,0.2827,N2,4.975
0.4474,0.1299,0.2657,0.2864,N2,4.983333
0.4331,0.1772,0.276,0.2487,N2,4.991667
0.4324,0.1779,0.2649,0.2833,N2,5.0
0.4573,0.1774,0.2907,0.2639,N2,5.008333
0.4281,0.177,0.2552,0.2645,N2,5.016667
0.4258,0.1931,0.2833,0.2903,N2,5.025
0.2913,0.1683,0.1819,0.2347,N3,5.033333
0.2916,0.1512,0.2295,0.1881,N3,5.041667
0.2363,0.1951,0.1935,0.1497,N3,5.05
0.2836,0.1661,0.1867,0.2118,N3,5.058333
0.3233,0.1521,0.2007,0.1901,N3,5.066667
0.3241,0.144,0.1737,0.2492,N3,5.075
0.3163,0.147,0.1701,0.2081,N3,5.083333
0.3065,0.1825,0.1669,0.1971,N3,5.091667
0.3013,0.1693,0.2032,0.1892,N3,5.1
0.3241,0.1341,0.1857,0.1908,N3,5.108333
0.3114,0.1386,0.1977,0.224,N3,5.116667
0.299,0.1829,0.229,0.1726,N3,5.125
0.2879,0.1724,0.1825,0.208,N3,5.133333
0.2492,0.145,0.1887,0.1831,N3,5.141667
0.2849,0.1739,0.237,0.202,N3,5.15
0.2784,0.1597,0.2047,0.2037,N3,5.158333
0.2878,0.1599,0.1952,0.1844,N3,5.166667
0.336,0.1386,0.1783,0.2464,N3,5.175
0.4613,0.1559,0.28,0.2958,N2,5.183333
0.4223,0.1663,0.2754,0.257,N2,5.191667
0.4668,0.1637,0.2876,0.2664,N2,5.2
0.4347,0.1607,0.2881,0.2634,N2,5.208333
0.4366,0.1736,0.2788,0.3015,N2,5.216667
0.4388,0.155,0.2922,0.2614,N2,5.225
0.4535,0.1836,0.2956,0.2722,N2,5.233333
0.435,0.1747,0.2866,0.2963,N2,5.241667
0.4546,0.1322,0.2791,0.2847,N2,5.25
0.4758,0.1428,0.2895,0.2903,N2,5.258333
0.4127,0.1301,0.2841,0.2416,N2,5.266667
0.4273,0.113,0.2612,0.2647,N2,5.275
0.4946,0.1465,0.259,0.2666,N2,5.283333
0.4559,0.1651,0.2291,0.2711,N2,5.291667
0.4233,0.1589,0.2887,0.278,N2,5.3
0.4531,0.1158,0.2879,0.2926,N2,5.308333
0.425,0.1301,0.2541,0.2347,N2,5.316667
0.4342,0.1083,0.2563,0.2698,N2,5.325
0.4206,0.1559,0.2786,0.2742,N2,5.333333
0.4471,0.144,0.2809,0.25,N2,5.341667
0.4696,0.171,0.2842,0.2715,N2,5.35
0.4788,0.123,0.2804,0.2451,N2,5.358333
0.4519,0.1086,0.2765,0.2759,N2,5.366667
0.4663,0.1654,0.2729,0.2837,N2,5.375
0.4486,0.1421,0.2827,0.2602,N2,5.383333
0.4691,0.1527,0.2688,0.2554,N2,5.391667
0.4251,0.1337,0.2664,0.2703,N2,5.4
0.4654,0.1279,0.2956,0.2419,N2,5.408333
0.4531,0.1268,0.3175,0.2539,N2,5.416667
0.432,0.1302,0.3053,0.3216,N2,5.425
0.424,0.1357,0.2602,0.2981,N2,5.433333
0.4658,0.1045,0.2582,0.2827,N2,5.441667
0.4373,0.1156,0.2834,0.2323,N2,5.45
0.4503,0.1324,0.2901,0.2838,N2,5.458333
0.4511,0.1235,0.3163,0.2764,N2,5.466667
0.4467,0.1444,0.2695,0.2515,N2,5.475
0.4583,0.1342,0.2702,0.291,N2,5.483333
0.4294,0.1264,0.3071,0.2907,N2,5.491667
0.4635,0.123,0.2688,0.2581,N2,5.5
0.4524,0.2025,0.2838,0.2655,N2,5.508333
0.4445,0.1776,0.2591,0.2753,N2,5.516667
0.4881,0.247,0.2421,0.2797,N2,5.525
0.4046,0.2048,0.2649,0.3149,N2,5.533333
0.4329,0.1938,0.2821,0.2863,N2,5.541667
0.4394,0.1955,0.2631,0.2478,N2,5.55
0.4581,0.201,0.2826,0.2893,N2,5.558333
0.438,0.2022,0.2665,0.2999,N2,5.566667
0.4556,0.2115,0.2772,0.2759,N2,5.575
0.45,0.1703,0.2881,0.2945,N2,5.583333
0.4179,0.1826,0.265,0.2592,N2,5.591667
0.4489,0.1901,0.3074,0.2737,N2,5.6
0.4712,0.1848,0.2611,0.2679,N2,5.608333
0.4848,0.173,0.2875,0.2945,N2,5.616667
0.4356,0.1741,0.3042,0.2613,N2,5.625
0.4185,0.2014,0.2848,0.3173,N2,5.633333
0.438,0.1954,0.2481,0.2582,N2,5.641667
0.4637,0.2229,0.2858,0.2673,N2,5.65
0.4598,0.2292,0.2989,0.297,N2,5.658333
0.4427,0.2156,0.2466,0.27,N2,5.666667
0.4579,0.2457,0.2933,0.2683,N2,5.675
0.9173,0.2302,0.0642,0.071,REM,5.683333
0.948,0.1981,0.0336,0.0545,REM,5.691667
0.8952,0.2345,0.0481,0.0519,REM,5.7
0.8791,0.1879,0.0587,0.0345,REM,5.708333
0.8832,0.2157,0.0424,0.0328,REM,5.716667
0.9172,0.211,0.048,0.0566,REM,5.725
0.8907,0.2329,0.0401,0.0236,REM,5.733333
0.8855,0.2154,0.0626,0.0555,REM,5.741667
0.8692,0.2208,0.0663,0.0314,REM,5.75
0.9197,0.2442,0.0727,0.0865,REM,5.758333
0.891,0.235,0.0482,0.0109,REM,5.766667
0.9101,0.2248,0.0212,0.0571,REM,5.775
0.8974,0.222,0.0606,0.0354,REM,5.783333
0.8996,0.2278,0.026,0.0699,REM,5.791667
0.8815,0.2201,0.0346,0.0298,REM,5.8
0.8997,0.2547,0.0565,0.038,REM,5.808333
0.9201,0.2489,0.0648,0.0772,REM,5.816667
0.9261,0.2207,0.0696,0.0488,REM,5.825
0.8722,0.2196,0.032,0.0458,REM,5.833333
0.8859,0.2025,0.0345,0.0229,REM,5.841667
0.9347,0.2319,0.0835,0.0812,REM,5.85
0.8695,0.297,0.0447,0.0525,REM,5.858333
0.9019,0.2718,0.0732,0.0658,REM,5.866667
0.9172,0.2894,0.0156,0.0497,REM,5.875
0.8931,0.2675,0.0322,0.065,REM,5.883333
0.9349,0.2549,0.0313,0.0391,REM,5.891667
0.9397,0.2564,0.047,0.0456,REM,5.9
0.8943,0.2628,0.0191,0.063,REM,5.908333
0.8806,0.2782,0.0432,0.0455,REM,5.916667
0.8811,0.2523,0.0438,0.0629,REM,5.925
0.9041,0.2818,0.0436,0.0561,REM,5.933333
0.8751,0.2296,0.006,0.0783,REM,5.941667
0.9134,0.2783,0.0289,0.0754,REM,5.95
0.9152,0.2874,0.0602,0.0619,REM,5.958333
0.9054,0.244,0.025,0.0528,REM,5.966667
0.8898,0.2787,0.0789,0.0519,REM,5.975
0.911,0.2947,0.0478,0.0708,REM,5.983333
0.8976,0.3084,0.047,0.0664,REM,5.991667
0.8868,0.284,0.0669,0.0282,REM,6.0
0.8891,0.2754,0.04,0.0678,REM,6.008333
0.8615,0.305,0.0887,0.0389,REM,6.016667
0.8957,0.3405,0.0486,0.0471,REM,6.025
0.892,0.3148,0.0567,0.0792,REM,6.033333
0.9148,0.2906,0.0222,0.076,REM,6.041667
0.8513,0.3582,0.0105,0.0547,REM,6.05
0.905,0.3073,0.0614,0.0095,REM,6.058333
0.9096,0.3154,0.032,0.0393,REM,6.066667
0.8517,0.3229,0.065,0.048,REM,6.075
0.9187,0.3013,0.0735,0.0293,REM,6.083333
0.9557,0.3381,0.0392,0.076,REM,6.091667
0.9072,0.3262,0.0096,0.046,REM,6.1
0.8999,0.3498,0.0635,0.0297,REM,6.108333
0.9297,0.3211,0.0347,0.0557,REM,6.116667
0.8818,0.2967,0.0261,0.0439,REM,6.125
0.8941,0.3519,0.057,0.0413,REM,6.133333
0.8504,0.3293,0.0339,0.0463,REM,6.141667
0.883,0.3533,0.0721,0.0536,REM,6.15
0.8686,0.3085,0.0315,0.0359,REM,6.158333
0.8852,0.3269,0.0546,0.0747,REM,6.166667
0.9008,0.3717,0.0544,0.0794,REM,6.175
0.5219,0.3484,0.2789,0.3287,N1,6.183333
0.52,0.3765,0.2955,0.2864,N1,6.191667
0.46,0.3541,0.3004,0.2844,N1,6.2
0.5318,0.3626,0.2901,0.2813,N1,6.208333
0.5135,0.3658,0.3317,0.3082,N1,6.216667
0.5035,0.3716,0.3014,0.3016,N1,6.225
0.4871,0.375,0.2829,0.251,N2,6.233333
0.4131,0.3733,0.3151,0.2618,N2,6.241667
0.4269,0.372,0.2939,0.2992,N2,6.25
0.4667,0.3939,0.257,0.2659,N2,6.258333
0.4262,0.4233,0.3007,0.2715,N2,6.266667
0.4533,0.4089,0.2825,0.2931,N2,6.275
0.4438,0.4221,0.2913,0.2761,N2,6.283333
0.4664,0.4071,0.2637,0.2906,N2,6.291667
0.4549,0.416,0.2719,0.3013,N2,6.3
0.4342,0.4217,0.2983,0.3045,N2,6.308333
0.4301,0.4458,0.2356,0.2862,N2,6.316667
0.4564,0.3994,0.2765,0.2551,N2,6.325
0.4703,0.4216,0.3162,0.3156,N2,6.333333
0.4748,0.406,0.3174,0.2877,N2,6.341667
0.4834,0.4295,0.2266,0.2852,N2,6.35
0.453,0.5057,0.2576,0.2562,N2,6.358333
0.4335,0.4588,0.2466,0.2885,N2,6.366667
0.4235,0.4735,0.2546,0.2465,N2,6.375
0.4563,0.4869,0.2655,0.2441,N2,6.383333
0.4664,0.4613,0.2886,0.297,N2,6.391667
0.4488,0.4695,0.2916,0.2624,N2,6.4
0.4476,0.4535,0.3011,0.2698,N2,6.408333
0.4484,0.4762,0.277,0.2991,N2,6.416667
0.449,0.4966,0.2595,0.2912,N2,6.425
0.4494,0.4711,0.2629,0.2919,N2,6.433333
0.4452,0.473,0.2995,0.2824,N2,6.441667
0.4508,0.4832,0.2893,0.2768,N2,6.45
0.4331,0.5258,0.2824,0.2724,N2,6.458333
0.4416,0.4863,0.2979,0.3144,N2,6.466667
0.4419,0.5066,0.3186,0.3047,N2,6.475
0.481,0.5326,0.2559,0.2868,N2,6.483333
0.4264,0.5479,0.2568,0.2758,N2,6.491667
0.4596,0.5113,0.3067,0.2848,N2,6.5
0.4621,0.552,0.295,0.2666,N2,6.508333
0.4367,0.5657,0.3023,0.2528,N2,6.516667
0.4238,0.5463,0.247,0.2877,N2,6.525
0.4707,0.537,0.2954,0.2986,N2,6.533333
0.4096,0.5263,0.2868,0.2761,N2,6.541667
0.4434,0.5302,0.2457,0.2889,N2,6.55
0.4767,0.5114,0.2837,0.3037,N2,6.558333
0.4416,0.5699,0.331,0.296,N2,6.566667
0.4243,0.5729,0.2829,0.2666,N2,6.575
0.448,0.6049,0.2676,0.2884,N2,6.583333
0.4417,0.5862,0.2879,0.2641,N2,6.591667
0.4386,0.5744,0.2716,0.2667,N2,6.6
0.47,0.6139,0.2659,0.313,N2,6.608333
0.4627,0.5815,0.2879,0.284,N2,6.616667
0.452,0.6342,0.3169,0.294,N2,6.625
0.439,0.6076,0.2882,0.2838,N2,6.633333
0.4177,0.5878,0.2639,0.2837,N2,6.641667
0.4816,0.5931,0.2825,0.2817,N2,6.65
0.4249,0.6156,0.2461,0.2707,N2,6.658333
0.4553,0.5863,0.2537,0.2696,N2,6.666667
0.501,0.6678,0.2797,0.3001,N2,6.675
0.423,0.6254,0.287,0.2675,N2,6.683333
0.5072,0.6203,0.2558,0.2446,N2,6.691667
0.4409,0.6478,0.298,0.3227,N2,6.7
0.4609,0.6367,0.2934,0.267,N2,6.708333
0.4523,0.6701,0.2625,0.275,N2,6.716667
0.4477,0.6392,0.306,0.2537,N2,6.725
0.4546,0.6606,0.277,0.2987,N2,6.733333
0.4761,0.6706,0.2513,0.2768,N2,6.741667
0.4616,0.6278,0.2815,0.2986,N2,6.75
0.4195,0.67,0.2746,0.2518,N2,6.758333
0.4368,0.6352,0.2579,0.3097,N2,6.766667
0.4414,0.6782,0.3219,0.2329,N2,6.775
0.4447,0.691,0.2642,0.2789,N2,6.783333
0.4551,0.6459,0.2638,0.2735,N2,6.791667
0.4477,0.6846,0.2527,0.291,N2,6.8
0.4352,0.6781,0.2809,0.2857,N2,6.808333
0.4803,0.7008,0.2978,0.2712,N2,6.816667
0.469,0.6988,0.296,0.277,N2,6.825
0.4869,0.6848,0.2836,0.265,N2,6.833333
0.4704,0.7015,0.3048,0.2967,N2,6.841667
0.4561,0.7177,0.2729,0.3089,N2,6.85
0.4747,0.7536,0.2757,0.245,N2,6.858333
0.4461,0.7177,0.2764,0.2596,N2,6.866667
0.4685,0.7073,0.3021,0.2876,N2,6.875
0.4617,0.6992,0.2721,0.2993,N2,6.883333
0.449,0.7483,0.2958,0.2579,N2,6.891667
0.4394,0.7376,0.2386,0.2363,N2,6.9
0.4225,0.7195,0.2962,0.281,N2,6.908333
0.3247,0.72,0.1773,0.2265,N3,6.916667
0.3151,0.7587,0.1994,0.1651,N3,6.925
0.3031,0.7687,0.1982,0.1746,N3,6.933333
0.3167,0.7131,0.2176,0.1978,N3,6.941667
0.3048,0.7566,0.1959,0.199,N3,6.95
0.2938,0.769,0.1929,0.2191,N3,6.958333
0.4701,0.7334,0.213,0.2771,N2,6.966667
0.4693,0.7877,0.2402,0.2725,N2,6.975
0.4864,0.7498,0.3087,0.2886,N2,6.983333
0.4602,0.7565,0.2943,0.2701,N2,6.991667
0.4297,0.7626,0.2771,0.2674,N2,7.0
0.4564,0.7841,0.279,0.3004,N2,7.008333
0.4465,0.7281,0.2828,0.2688,N2,7.016667
0.4686,0.7833,0.2667,0.2553,N2,7.025
0.4497,0.7744,0.2882,0.2645,N2,7.033333
0.458,0.7642,0.2772,0.2857,N2,7.041667
0.4653,0.7609,0.2607,0.2469,N2,7.05
0.437,0.765,0.2615,0.2519,N2,7.058333
0.4468,0.7727,0.2693,0.2547,N2,7.066667
0.4505,0.7885,0.2775,0.2573,N2,7.075
0.4481,0.7799,0.2792,0.2693,N2,7.083333
0.4602,0.7704,0.2998,0.296,N2,7.091667
0.4617,0.7991,0.2738,0.2597,N2,7.1
0.436,0.7956,0.2713,0.2877,N2,7.108333
0.4421,0.7976,0.2923,0.288,N2,7.116667
0.4663,0.7888,0.3096,0.253,N2,7.125
0.4483,0.8135,0.3077,0.2833,N2,7.133333
0.4434,0.8364,0.2843,0.2893,N2,7.141667
0.463,0.8059,0.2742,0.2827,N2,7.15
0.4426,0.8233,0.2775,0.2979,N2,7.158333
0.4329,0.8294,0.2677,0.3106,N2,7.166667
0.4525,0.7885,0.2982,0.2983,N2,7.175
0.4484,0.8178,0.2445,0.2841,N2,7.183333
0.4572,0.8519,0.2655,0.2756,N2,7.191667
0.469,0.7807,0.2848,0.266,N2,7.2
0.4344,0.8242,0.272,0.2498,N2,7.208333
0.4743,0.8558,0.2907,0.2662,N2,7.216667
0.4857,0.8466,0.2719,0.2664,N2,7.225
0.8852,0.8129,0.0719,0.0425,REM,7.233333
0.8632,0.8266,0.0389,0.0603,REM,7.241667
0.8998,0.8018,0.0204,0.0369,REM,7.25
0.8933,0.8238,0.0572,0.0581,REM,7.258333
0.8929,0.8576,0.0387,0.0799,REM,7.266667
0.9082,0.8347,0.0427,0.0,REM,7.275
0.9072,0.7759,0.0435,0.107,REM,7.283333
0.8777,0.8317,0.0849,0.0695,REM,7.291667
0.9348,0.8665,0.0334,0.0332,REM,7.3
0.8991,0.8274,0.0427,0.0586,REM,7.308333
0.9043,0.8348,0.0233,0.0568,REM,7.316667
0.8898,0.823,0.0457,0.0465,REM,7.325
0.9139,0.8364,0.0365,0.037,REM,7.333333
0.866,0.8395,0.0424,0.0493,REM,7.341667
0.9056,0.7888,0.045,0.0158,REM,7.35
0.8619,0.8198,0.0789,0.0762,REM,7.358333
0.9033,0.857,0.0492,0.0388,REM,7.366667
0.9261,0.8342,0.0469,0.0509,REM,7.375
0.9072,0.8858,0.0542,0.0528,REM,7.383333
0.8839,0.8286,0.0655,0.0964,REM,7.391667
0.9002,0.8581,0.0544,0.0645,REM,7.4
0.8863,0.8649,0.051,0.0708,REM,7.408333
0.9018,0.8299,0.0569,0.0712,REM,7.416667
0.8768,0.8762,0.0132,0.0433,REM,7.425
0.8924,0.8402,0.0527,0.0456,REM,7.433333
0.9069,0.8723,0.0573,0.0463,REM,7.441667
0.9008,0.8569,0.061,0.0752,REM,7.45
0.9091,0.854,0.0275,0.0563,REM,7.458333
0.9212,0.8527,0.0302,0.0402,REM,7.466667
0.8609,0.8441,0.046,0.0501,REM,7.475
0.893,0.8608,0.0525,0.0372,REM,7.483333
0.8748,0.8239,0.0601,0.0638,REM,7.491667
0.9322,0.8467,0.0424,0.074,REM,7.5
0.9137,0.8686,0.0515,0.0369,REM,7.508333
0.88,0.8878,0.0675,0.0288,REM,7.516667
0.8679,0.8688,0.0332,0.0342,REM,7.525
0.87,0.9132,0.0487,0.0313,REM,7.533333
0.9042,0.8894,0.0244,0.0499,REM,7.541667
0.8955,0.8455,0.041,0.065,REM,7.55
0.9062,0.8348,0.0488,0.0279,REM,7.558333
0.8947,0.8372,0.0555,0.0661,REM,7.566667
0.9162,0.8336,0.0654,0.0637,REM,7.575
0.9037,0.8585,0.0285,0.0723,REM,7.583333
0.9313,0.8351,0.0391,0.0527,REM,7.591667
0.9097,0.8008,0.0513,0.0712,REM,7.6
0.8761,0.826,0.0692,0.0558,REM,7.608333
0.891,0.8123,0.015,0.0384,REM,7.616667
0.903,0.7917,0.0487,0.0718,REM,7.625
0.9074,0.8079,0.0636,0.0657,REM,7.633333
0.888,0.7657,0.0457,0.0796,REM,7.641667
0.8864,0.787,0.0333,0.0798,REM,7.65
0.8863,0.8037,0.0468,0.0892,REM,7.658333
0.8836,0.7598,0.0684,0.0607,REM,7.666667
0.9002,0.8267,0.065,0.0383,REM,7.675
0.9312,0.778,0.0177,0.0397,REM,7.683333
0.9049,0.7787,0.0709,0.0734,REM,7.691667
0.8952,0.7548,0.0726,0.0476,REM,7.7
0.8846,0.7581,0.0465,0.0636,REM,7.708333
0.9277,0.7475,0.0883,0.0459,REM,7.716667
0.9116,0.7615,0.0717,0.0171,REM,7.725
0.9201,0.753,0.0441,0.0393,REM,7.733333
0.9177,0.7209,0.0352,0.0462,REM,7.741667
0.9044,0.7525,0.0661,0.0612,REM,7.75
0.9056,0.729,0.0245,0.0674,REM,7.758333
0.949,0.7089,0.0884,0.0753,REM,7.766667
0.8681,0.7141,0.0508,0.0633,REM,7.775
0.9151,0.7578,0.034,0.0658,REM,7.783333
0.9013,0.7197,0.0774,0.0197,REM,7.791667
0.8807,0.7157,0.0394,0.0202,REM,7.8
0.9152,0.7289,0.0557,0.0444,REM,7.808333
0.8648,0.6641,0.0697,0.0432,REM,7.816667
0.9278,0.6594,0.0066,0.025,REM,7.825
0.4763,0.687,0.2978,0.3054,N1,7.833333
0.5169,0.6437,0.3345,0.2847,N1,7.841667
0.4964,0.7067,0.3214,0.2939,N1,7.85
0.5152,0.6525,0.322,0.3166,N1,7.858333
0.438,0.6708,0.2999,0.3127,N2,7.866667
0.4324,0.6433,0.2458,0.2898,N2,7.875
0.4626,0.68,0.2929,0.3082,N2,7.883333
0.4754,0.6658,0.268,0.2653,N2,7.891667
0.3947,0.6652,0.2641,0.2934,N2,7.9
0.438,0.6571,0.29,0.3169,N2,7.908333
0.4856,0.647,0.2925,0.3013,N2,7.916667
0.4262,0.6655,0.2755,0.2963,N2,7.925
0.4368,0.66,0.2873,0.2778,N2,7.933333
0.4433,0.6479,0.2513,0.2798,N2,7.941667
0.4301,0.6067,0.2592,0.2716,N2,7.95
0.4797,0.6333,0.2765,0.3189,N2,7.958333
0.46,0.61,0.2991,0.2699,N2,7.966667
0.4516,0.6367,0.2773,0.2697,N2,7.975
0.4446,0.6074,0.2693,0.263,N2,7.983333
0.4544,0.5659,0.3082,0.2985,N2,7.991667
